CID,FST_USE_DT
CID0221956,20151014
CID0353490,20151014
CID0258754,20151010
CID0215850,20151011
CID0188781,20151007
CID0154890,20151011
CID0044683,20151014
CID0223204,20151010
CID0211227,20150930
CID0229887,20151014
CID0191776,20150921
CID0364753,20150921
CID0008619,20150921
CID0018287,20150920
CID0279065,20150920
CID0202996,20150925
CID0293426,20150929
CID0112807,20151009
CID0363782,20150922
CID0042787,20150922
CID0066989,20150920
CID0309526,20150920
CID0135060,20150924
CID0240592,20150925
CID0149579,20150928
CID0360363,20150929
CID0130600,20150929
CID0221818,20150924
CID0105877,20150928
CID0197683,20150928
CID0274780,20150925
CID0208159,20150922
CID0341749,20150921
CID0173020,20150920
CID0207299,20150922
CID0321528,20150928
CID0179930,20151013
CID0059133,20150921
CID0066997,20150921
CID0093713,20150921
CID0029639,20150922
CID0142526,20150928
CID0378357,20150925
CID0068597,20150924
CID0049649,20150924
CID0074966,20150925
CID0180994,20150930
CID0276012,20150928
CID0030341,20150925
CID0094970,20150928
CID0280710,20150929
CID0171129,20151013
CID0124410,20150925
CID0034293,20150928
CID0322800,20150930
CID0219545,20150923
CID0240701,20150924
CID0262421,20150929
CID0061204,20150929
CID0078217,20150928
CID0151315,20160928
CID0360456,20160923
CID0039398,20160923
CID0116275,20160922
CID0028484,20160923
CID0382138,20160922
CID0296240,20160923
CID0041198,20160922
CID0140399,20170330
CID0353745,20170401
CID0301373,20170330
CID0283129,20170331
CID0203921,20170331
CID0170017,20170330
CID0143863,20170329
CID0260809,20170329
CID0056098,20170329
CID0037146,20170329
CID0128989,20170330
CID0177225,20170328
CID0219059,20170329
CID0120251,20170328
CID0311294,20170328
CID0092776,20160923
CID0008366,20160923
CID0280061,20160922
CID0122876,20160923
CID0094793,20160923
CID0228609,20160924
CID0302102,20160922
CID0057187,20170330
CID0031609,20170330
CID0001769,20170329
CID0081977,20170330
CID0084871,20170330
CID0360919,20170329
CID0230413,20160922
CID0299636,20160922
CID0303094,20160923
CID0141509,20170420
CID0347410,20170419
CID0340085,20170419
CID0170156,20170421
CID0252567,20171013
CID0205944,20170419
CID0086276,20170419
CID0180304,20171011
CID0230332,20171013
CID0308611,20171012
CID0178073,20171013
CID0374158,20171014
CID0276182,20170419
CID0325775,20170420
CID0033169,20170419
CID0171613,20170420
CID0323821,20170419
CID0286056,20170420
CID0131182,20170418
CID0005075,20171012
CID0102978,20171012
CID0311331,20171017
CID0064714,20171013
CID0326166,20171013
CID0049683,20171013
CID0360953,20171012
CID0022881,20170418
CID0154814,20170419
CID0065865,20170421
CID0288990,20170419
CID0278170,20170419
CID0314049,20161216
CID0289578,20161214
CID0012895,20161216
CID0021222,20161215
CID0257699,20161216
CID0232060,20161217
CID0386102,20161214
CID0151135,20161214
CID0247776,20161217
CID0200624,20161215
CID0152141,20161214
CID0287609,20161215
CID0015628,20161215
CID0106473,20161214
CID0055624,20161216
CID0232091,20161215
CID0081080,20161215
CID0070580,20161216
CID0373945,20161214
CID0058695,20161215
CID0342087,20161215
CID0006876,20161215
CID0015159,20161216
CID0132307,20161221
CID0123260,20161217
CID0052123,20161215
CID0249966,20161215
CID0277432,20161214
CID0162011,20161224
CID0244275,20161215
CID0316601,20161215
CID0005083,20161215
CID0140807,20161215
CID0255526,20161220
CID0340915,20161215
CID0177135,20161215
CID0032209,20161214
CID0108269,20161215
CID0073209,20161217
CID0327144,20161215
CID0367041,20161215
CID0078265,20161216
CID0145144,20161215
CID0381857,20161216
CID0076714,20161216
CID0343968,20161215
CID0156178,20161215
CID0257649,20161216
CID0053580,20161214
CID0288924,20161220
CID0095680,20161216
CID0237032,20161214
CID0160137,20161214
CID0284122,20161214
CID0239756,20161215
CID0037501,20161214
CID0103936,20161215
CID0016552,20161215
CID0298568,20161216
CID0100860,20161215
CID0381101,20161216
CID0244053,20161216
CID0268862,20161215
CID0321494,20161215
CID0301528,20161215
CID0226609,20161215
CID0350228,20161215
CID0053630,20161216
CID0306249,20161216
CID0083076,20161214
CID0177453,20161215
CID0113641,20161216
CID0220820,20161216
CID0176837,20170422
CID0023221,20170421
CID0134339,20170419
CID0289575,20170421
CID0226528,20170420
CID0225258,20171013
CID0060086,20171013
CID0217012,20171019
CID0078304,20171013
CID0051558,20171014
CID0102929,20171013
CID0182816,20170420
CID0032676,20170422
CID0164121,20170418
CID0126466,20170418
CID0218132,20170419
CID0072917,20170419
CID0257385,20170418
CID0305836,20170419
CID0141288,20171012
CID0299718,20171013
CID0303696,20171013
CID0370292,20171013
CID0279307,20171014
CID0334338,20160812
CID0137951,20160813
CID0202218,20160813
CID0372594,20160813
CID0076397,20160813
CID0206300,20160813
CID0167469,20170331
CID0099369,20170329
CID0012328,20170401
CID0028304,20170330
CID0054869,20170329
CID0131380,20160817
CID0236003,20160813
CID0044200,20160813
CID0002581,20160813
CID0366986,20160816
CID0147144,20160813
CID0181418,20160816
CID0278217,20160816
CID0236510,20160812
CID0339324,20160812
CID0363084,20160813
CID0117565,20160813
CID0081826,20160813
CID0043234,20160813
CID0073029,20160813
CID0197604,20160812
CID0256159,20160817
CID0350906,20160813
CID0155345,20160812
CID0179654,20170331
CID0323496,20170330
CID0327555,20170328
CID0109939,20170330
CID0077300,20170329
CID0139986,20170329
CID0195798,20170328
CID0010835,20170329
CID0090577,20170331
CID0128515,20170329
CID0038371,20170328
CID0358996,20170329
CID0030694,20170328
CID0077977,20170328
CID0113205,20170329
CID0263972,20170328
CID0240202,20170601
CID0066045,20170528
CID0222484,20170602
CID0071411,20170527
CID0174244,20160819
CID0033163,20160813
CID0331103,20160813
CID0366601,20160813
CID0121502,20160812
CID0138919,20160813
CID0268468,20160816
CID0015418,20160813
CID0351132,20160812
CID0312967,20160813
CID0014276,20170527
CID0178719,20170528
CID0360107,20170601
CID0335289,20170528
CID0321923,20170601
CID0129444,20170601
CID0280244,20170602
CID0048564,20170602
CID0004997,20160812
CID0362664,20160816
CID0200097,20160813
CID0033933,20160812
CID0101490,20160816
CID0150486,20160817
CID0026075,20160813
CID0176436,20160816
CID0144081,20160813
CID0075020,20160812
CID0142947,20160816
CID0370242,20160813
CID0084613,20160813
CID0059497,20170331
CID0313632,20170330
CID0151001,20170330
CID0349025,20170331
CID0380840,20170329
CID0021997,20170330
CID0258345,20160813
CID0196008,20160813
CID0198078,20160813
CID0011257,20160813
CID0220050,20160813
CID0274464,20160813
CID0051958,20170331
CID0281013,20170329
CID0300652,20170329
CID0257659,20170329
CID0130562,20170329
CID0139714,20170330
CID0034966,20170330
CID0196556,20170330
CID0027176,20170328
CID0225699,20170329
CID0275575,20170330
CID0063701,20170330
CID0313068,20170328
CID0339212,20170329
CID0189384,20170329
CID0317679,20170329
CID0224938,20170329
CID0165690,20170601
CID0257208,20170606
CID0324977,20170601
CID0287678,20170528
CID0162800,20170602
CID0035020,20170329
CID0255632,20170329
CID0238496,20170330
CID0299118,20170329
CID0072097,20170329
CID0284687,20170331
CID0123234,20170528
CID0070961,20170528
CID0318873,20170329
CID0299139,20170329
CID0153389,20170329
CID0199708,20170330
CID0109310,20170330
CID0052043,20160705
CID0096763,20160705
CID0264386,20160705
CID0202738,20160702
CID0116629,20160702
CID0220789,20170222
CID0132585,20170223
CID0112325,20170228
CID0228392,20170824
CID0288765,20170829
CID0248648,20170823
CID0119986,20170823
CID0349919,20170825
CID0096950,20170822
CID0051602,20170824
CID0040024,20170825
CID0001004,20170825
CID0205634,20170819
CID0024055,20170819
CID0003138,20170818
CID0171015,20170818
CID0129070,20170818
CID0298498,20170817
CID0367183,20170818
CID0289127,20170819
CID0359432,20170818
CID0294842,20170818
CID0371447,20170818
CID0238323,20170818
CID0315145,20160702
CID0249904,20160701
CID0068596,20160701
CID0275780,20160701
CID0298095,20160705
CID0202513,20160701
CID0175515,20160701
CID0201490,20160706
CID0362043,20160702
CID0012007,20160630
CID0294633,20160701
CID0304082,20170221
CID0169584,20170222
CID0380622,20170221
CID0172490,20170221
CID0090415,20170222
CID0289442,20170221
CID0333103,20170223
CID0016370,20170223
CID0227317,20170223
CID0345957,20160705
CID0340411,20160705
CID0054826,20160707
CID0366115,20160702
CID0237073,20160702
CID0184786,20160706
CID0044868,20160706
CID0049639,20170224
CID0095033,20170224
CID0059772,20170224
CID0055525,20170225
CID0094225,20170225
CID0246465,20170224
CID0267728,20170224
CID0241741,20170225
CID0104831,20170223
CID0180593,20170223
CID0093366,20170223
CID0232124,20170224
CID0122421,20170224
CID0265918,20170224
CID0112609,20170228
CID0286017,20160818
CID0344138,20160819
CID0142535,20160819
CID0311447,20160819
CID0336026,20160819
CID0042379,20160819
CID0130832,20160819
CID0011812,20160820
CID0150049,20160819
CID0291414,20160818
CID0321234,20160820
CID0301986,20170819
CID0316554,20170818
CID0159896,20170818
CID0160603,20170818
CID0288074,20170818
CID0187001,20170822
CID0348627,20170825
CID0328683,20170824
CID0008469,20170824
CID0348763,20170824
CID0347026,20170823
CID0152524,20170825
CID0145900,20170824
CID0350778,20170824
CID0308564,20170823
CID0327701,20170825
CID0062093,20170825
CID0278860,20160819
CID0153892,20160820
CID0321391,20160819
CID0116795,20160819
CID0311478,20160820
CID0345415,20160819
CID0219990,20160819
CID0260136,20160818
CID0153180,20170812
CID0166466,20170812
CID0357024,20170810
CID0077959,20170818
CID0027781,20170811
CID0279325,20170811
CID0164420,20160820
CID0166248,20160820
CID0215827,20160820
CID0064847,20160819
CID0003300,20160823
CID0058825,20160824
CID0242337,20160823
CID0257715,20160824
CID0116227,20160823
CID0011723,20170823
CID0388231,20170824
CID0297477,20170825
CID0084861,20170826
CID0372843,20170825
CID0060889,20170824
CID0262419,20170330
CID0242658,20170331
CID0354451,20170330
CID0367856,20170330
CID0157941,20170331
CID0015187,20170330
CID0247683,20170330
CID0233365,20170329
CID0307514,20170330
CID0297540,20170331
CID0136283,20170329
CID0330269,20160922
CID0306285,20160922
CID0019230,20160922
CID0284673,20160922
CID0206887,20170330
CID0128677,20170330
CID0325201,20170330
CID0026274,20170401
CID0348594,20170330
CID0151948,20170330
CID0088632,20170329
CID0075228,20160923
CID0032644,20160922
CID0172060,20160922
CID0256690,20160924
CID0137300,20160927
CID0219724,20160922
CID0000660,20160924
CID0269537,20160923
CID0119768,20160922
CID0165423,20170329
CID0224367,20170329
CID0172868,20170330
CID0023053,20170330
CID0206674,20160923
CID0242092,20160923
CID0347100,20160923
CID0370935,20160922
CID0166917,20160922
CID0122068,20160922
CID0330665,20160922
CID0098767,20160922
CID0205675,20170329
CID0025630,20170330
CID0193341,20160923
CID0205205,20160922
CID0256073,20160922
CID0299394,20151230
CID0212334,20151230
CID0111375,20151230
CID0317876,20160101
CID0019885,20151231
CID0248698,20160101
CID0212955,20160101
CID0302700,20151231
CID0283255,20160101
CID0173890,20151231
CID0072885,20151229
CID0333197,20151225
CID0251408,20151225
CID0056559,20151225
CID0310094,20151230
CID0370571,20151230
CID0115635,20151229
CID0265492,20151231
CID0243138,20151230
CID0282452,20151231
CID0053736,20151226
CID0149194,20151226
CID0235833,20151226
CID0306186,20151226
CID0091650,20151226
CID0037715,20151226
CID0050126,20151231
CID0055274,20151231
CID0387946,20160101
CID0355112,20160105
CID0094941,20160101
CID0235540,20160101
CID0335446,20160105
CID0066218,20160101
CID0366672,20160101
CID0131145,20160101
CID0168388,20151231
CID0249542,20150928
CID0312158,20150928
CID0379885,20150925
CID0278533,20150929
CID0172529,20150929
CID0076853,20150925
CID0073172,20150922
CID0201714,20150929
CID0237694,20150925
CID0243106,20150928
CID0114897,20150924
CID0052602,20150928
CID0357776,20150928
CID0191239,20150928
CID0022186,20150921
CID0207935,20150928
CID0215618,20151008
CID0129066,20150930
CID0040504,20150925
CID0378520,20150928
CID0121179,20150924
CID0344576,20150924
CID0161195,20150922
CID0376984,20150922
CID0096201,20150929
CID0064953,20150928
CID0379632,20150925
CID0197376,20150930
CID0240386,20150929
CID0265428,20150925
CID0110654,20150925
CID0043016,20150929
CID0328973,20150924
CID0230793,20150923
CID0008276,20150924
CID0201545,20150928
CID0387311,20150924
CID0267634,20150924
CID0014812,20150923
CID0203365,20150929
CID0371800,20150930
CID0342925,20150925
CID0037759,20150928
CID0351262,20171012
CID0205803,20171013
CID0340795,20171012
CID0343990,20171013
CID0302983,20171017
CID0321018,20170419
CID0338367,20170420
CID0057306,20170420
CID0040708,20170420
CID0157575,20170420
CID0361702,20170420
CID0316111,20170420
CID0193867,20170422
CID0203288,20170419
CID0354789,20171018
CID0319127,20171012
CID0138220,20171013
CID0054142,20171013
CID0108979,20171013
CID0092192,20171013
CID0237349,20171014
CID0344203,20171013
CID0267722,20171012
CID0386397,20171012
CID0347080,20170421
CID0002845,20170421
CID0333195,20170420
CID0107390,20170420
CID0326927,20170419
CID0282722,20170419
CID0085720,20170420
CID0016363,20170420
CID0053834,20170419
CID0328288,20170422
CID0193883,20170419
CID0211667,20170420
CID0054002,20170421
CID0265092,20170421
CID0070892,20170420
CID0002604,20170420
CID0087176,20170420
CID0150791,20170422
CID0230056,20170420
CID0000094,20171013
CID0214739,20171014
CID0214262,20171013
CID0324302,20171014
CID0101618,20171013
CID0224390,20171013
CID0055291,20171013
CID0331237,20171013
CID0317665,20161214
CID0124423,20161213
CID0195501,20170322
CID0338869,20170323
CID0149566,20170322
CID0346871,20170322
CID0073559,20170324
CID0166496,20170322
CID0109744,20170321
CID0211963,20170322
CID0219385,20170322
CID0087026,20170322
CID0129556,20170321
CID0062186,20170321
CID0307397,20170321
CID0076101,20170322
CID0306180,20170325
CID0178865,20170318
CID0238316,20170321
CID0325191,20170321
CID0244010,20170321
CID0292333,20170321
CID0290344,20170318
CID0256399,20170318
CID0340813,20170323
CID0062931,20170322
CID0165637,20170321
CID0357729,20170321
CID0088347,20170324
CID0272423,20170322
CID0010063,20170322
CID0081569,20170325
CID0239997,20170323
CID0192024,20170322
CID0304740,20170318
CID0245639,20170321
CID0335871,20170318
CID0108813,20170321
CID0362315,20170319
CID0375839,20170321
CID0103681,20170322
CID0293223,20170321
CID0066297,20170324
CID0373940,20170321
CID0171533,20170318
CID0168559,20170321
CID0164490,20170318
CID0079469,20170321
CID0250296,20170420
CID0282284,20170420
CID0352020,20170419
CID0168186,20170419
CID0013876,20170420
CID0195281,20170420
CID0309120,20170420
CID0125588,20170419
CID0009831,20170421
CID0113459,20170420
CID0202365,20170420
CID0244907,20170420
CID0297333,20170419
CID0351952,20170419
CID0249264,20170419
CID0100093,20170417
CID0259202,20170421
CID0133009,20170419
CID0070382,20170422
CID0302675,20170421
CID0286609,20170421
CID0177010,20170420
CID0072172,20170422
CID0192672,20170421
CID0042658,20170422
CID0060332,20170420
CID0001188,20170421
CID0209304,20170419
CID0345098,20170420
CID0078384,20170330
CID0211239,20170330
CID0319035,20170528
CID0296586,20170528
CID0139506,20170528
CID0315961,20170528
CID0315721,20170601
CID0326666,20170602
CID0089062,20170601
CID0157038,20170309
CID0171465,20170311
CID0324634,20170308
CID0121837,20171011
CID0387666,20171013
CID0051248,20170601
CID0105635,20170602
CID0375800,20170601
CID0255864,20171011
CID0282399,20171013
CID0088176,20171012
CID0110338,20171012
CID0235232,20171014
CID0250692,20171012
CID0383194,20170402
CID0089314,20170330
CID0369787,20170331
CID0190441,20170330
CID0351851,20170417
CID0134319,20170401
CID0047158,20170401
CID0202166,20170330
CID0369069,20170401
CID0154423,20170331
CID0354124,20170330
CID0086531,20170331
CID0319089,20170329
CID0200043,20170328
CID0129147,20170329
CID0362193,20170330
CID0371331,20170329
CID0319667,20170329
CID0150189,20170329
CID0334134,20170328
CID0335680,20170331
CID0209517,20170329
CID0273471,20170328
CID0351799,20170330
CID0165580,20170330
CID0203376,20170329
CID0340138,20160812
CID0177043,20160813
CID0295887,20160813
CID0059829,20160813
CID0097794,20160813
CID0334087,20160813
CID0158545,20160813
CID0262872,20160813
CID0075530,20160812
CID0098239,20160813
CID0341411,20160820
CID0078655,20160816
CID0215979,20160813
CID0231740,20160813
CID0292842,20160812
CID0353024,20160813
CID0048680,20160813
CID0073974,20160816
CID0366058,20170329
CID0286168,20170329
CID0209372,20170402
CID0034993,20170401
CID0216337,20170328
CID0048184,20170329
CID0346219,20170330
CID0089674,20170328
CID0113538,20170330
CID0377466,20170527
CID0164873,20170527
CID0171468,20170527
CID0307744,20170527
CID0253020,20170601
CID0210458,20170601
CID0303069,20160813
CID0236785,20160816
CID0240341,20160813
CID0212631,20160820
CID0154855,20160813
CID0256567,20160813
CID0173158,20160813
CID0158413,20160816
CID0280458,20160812
CID0322588,20160813
CID0378706,20170329
CID0246299,20170329
CID0172204,20170330
CID0337208,20170601
CID0296656,20170528
CID0221370,20170601
CID0360455,20170601
CID0373690,20170528
CID0372933,20160813
CID0312825,20160813
CID0385609,20160813
CID0053053,20160812
CID0332343,20160812
CID0022812,20160813
CID0236521,20160813
CID0014642,20160813
CID0326045,20160813
CID0311209,20160812
CID0358848,20160813
CID0312422,20160813
CID0042053,20160813
CID0288070,20160813
CID0000467,20160816
CID0338409,20170328
CID0090450,20170330
CID0017333,20170528
CID0370810,20170528
CID0015534,20170528
CID0069538,20160813
CID0213967,20160813
CID0286841,20160813
CID0016322,20160813
CID0155989,20160813
CID0120949,20160819
CID0297066,20160813
CID0074130,20160817
CID0071049,20160812
CID0378117,20170824
CID0123137,20170825
CID0241906,20170824
CID0012432,20170818
CID0266198,20170817
CID0312972,20170822
CID0240101,20170819
CID0257719,20170819
CID0217908,20170818
CID0123242,20170818
CID0143728,20170818
CID0247801,20170818
CID0016342,20170817
CID0304694,20170819
CID0107662,20170818
CID0289954,20170824
CID0038036,20170824
CID0345286,20170826
CID0176278,20170825
CID0226213,20170826
CID0356070,20170811
CID0041807,20170811
CID0252548,20170811
CID0274893,20170812
CID0161409,20170812
CID0028956,20170812
CID0131853,20170812
CID0262404,20170812
CID0019497,20170811
CID0174548,20170815
CID0091084,20170815
CID0183286,20170812
CID0376012,20170815
CID0131743,20170815
CID0210479,20170817
CID0130087,20170817
CID0325058,20170817
CID0266304,20170817
CID0128036,20170816
CID0224196,20170816
CID0039013,20170817
CID0256692,20170816
CID0328360,20170817
CID0356507,20170816
CID0295445,20170815
CID0090710,20170817
CID0382671,20170817
CID0038084,20170817
CID0215473,20170817
CID0273330,20170817
CID0278015,20170817
CID0081398,20170818
CID0054261,20170817
CID0056300,20170816
CID0207417,20170817
CID0312334,20170818
CID0144536,20170817
CID0092996,20170818
CID0088050,20170824
CID0244650,20170826
CID0070612,20170826
CID0313791,20170816
CID0383722,20170223
CID0204219,20170225
CID0073644,20170223
CID0186390,20170223
CID0045405,20170706
CID0238246,20170705
CID0272705,20170707
CID0196483,20170706
CID0049405,20170706
CID0258770,20170708
CID0053911,20170706
CID0206935,20170706
CID0198372,20170706
CID0049560,20170706
CID0035916,20170706
CID0262416,20170706
CID0130106,20170707
CID0021755,20170707
CID0335737,20170709
CID0177019,20170707
CID0101756,20170707
CID0261827,20170707
CID0204216,20170707
CID0269820,20170707
CID0099813,20170712
CID0319733,20170706
CID0261572,20170706
CID0083763,20170706
CID0223156,20170712
CID0248560,20170707
CID0329404,20170704
CID0233842,20170630
CID0305503,20170630
CID0371328,20170630
CID0117497,20170701
CID0147078,20170630
CID0159968,20170624
CID0030872,20170623
CID0354150,20170623
CID0324411,20170622
CID0101361,20170622
CID0354170,20170622
CID0260269,20170623
CID0346164,20170624
CID0005908,20170623
CID0082506,20170623
CID0293254,20170622
CID0160902,20170622
CID0365255,20170628
CID0267087,20170629
CID0275964,20170623
CID0222058,20170623
CID0192733,20170623
CID0118750,20170630
CID0120072,20170701
CID0301197,20170706
CID0290279,20170707
CID0038013,20170719
CID0327666,20170719
CID0215506,20170718
CID0341743,20170719
CID0212786,20170719
CID0226931,20170720
CID0182178,20170720
CID0233569,20170721
CID0241346,20150929
CID0256713,20150924
CID0056308,20160105
CID0227320,20151226
CID0227281,20151230
CID0246004,20151225
CID0143494,20151230
CID0080195,20151228
CID0177626,20151230
CID0207607,20160106
CID0208741,20151231
CID0251485,20160106
CID0248983,20160421
CID0257329,20160421
CID0135283,20160420
CID0179001,20160422
CID0076488,20160421
CID0145988,20160421
CID0045220,20160421
CID0079501,20160420
CID0128969,20160420
CID0122825,20160420
CID0242057,20160420
CID0146808,20160420
CID0142406,20160421
CID0021324,20160422
CID0010075,20160420
CID0282701,20160418
CID0384505,20160421
CID0154341,20160421
CID0317565,20160418
CID0260583,20160420
CID0137219,20160418
CID0299121,20160418
CID0015977,20160420
CID0104225,20160420
CID0059174,20160101
CID0113685,20160106
CID0162723,20160107
CID0082130,20160105
CID0207192,20160419
CID0200367,20160421
CID0297638,20160420
CID0171344,20160421
CID0159613,20160420
CID0182434,20160421
CID0085265,20160420
CID0067234,20160421
CID0229076,20160421
CID0332096,20160420
CID0123596,20160420
CID0229552,20160421
CID0037270,20160422
CID0252306,20160423
CID0133303,20160421
CID0153261,20160421
CID0300169,20160421
CID0134007,20160421
CID0152839,20160422
CID0329290,20160422
CID0001933,20160105
CID0230652,20160109
CID0154848,20160106
CID0329120,20160105
CID0300161,20160106
CID0085615,20160101
CID0227079,20160105
CID0123589,20160106
CID0299948,20160105
CID0021421,20151231
CID0134165,20160106
CID0305409,20160106
CID0250211,20160104
CID0304820,20160105
CID0157170,20160101
CID0148921,20160102
CID0169183,20160104
CID0324924,20160103
CID0364312,20160103
CID0030570,20160103
CID0031236,20160103
CID0322493,20160103
CID0312028,20160103
CID0199683,20160103
CID0006460,20160103
CID0103833,20160922
CID0001331,20160922
CID0071569,20160923
CID0321103,20160922
CID0125848,20160923
CID0368472,20170331
CID0008551,20170330
CID0023208,20170331
CID0006023,20170331
CID0242007,20170329
CID0130711,20170330
CID0235362,20170330
CID0185931,20170328
CID0154857,20170329
CID0235197,20170329
CID0001060,20160923
CID0167610,20160923
CID0265456,20160924
CID0306457,20160924
CID0033600,20160922
CID0252829,20160924
CID0062073,20160923
CID0262118,20160924
CID0200630,20160923
CID0364891,20160923
CID0383875,20170330
CID0161109,20170330
CID0176601,20170329
CID0074075,20170417
CID0113392,20170329
CID0054784,20170330
CID0245770,20170330
CID0146801,20170329
CID0283009,20170329
CID0051665,20160923
CID0058988,20160922
CID0255150,20160923
CID0077260,20160923
CID0348582,20160923
CID0046110,20160924
CID0072256,20160923
CID0070908,20170420
CID0252061,20170419
CID0245493,20170420
CID0258071,20170420
CID0330187,20170420
CID0330757,20170419
CID0019913,20170419
CID0324222,20170418
CID0259594,20171014
CID0317761,20171013
CID0058860,20171013
CID0260171,20171013
CID0071705,20171013
CID0186449,20171011
CID0112418,20171014
CID0242055,20171012
CID0095515,20171019
CID0249947,20171024
CID0370389,20171018
CID0256138,20171020
CID0354445,20170419
CID0054214,20170419
CID0143972,20170419
CID0133240,20170420
CID0076056,20170420
CID0206600,20170421
CID0048049,20171012
CID0031655,20170328
CID0297401,20170329
CID0007128,20171014
CID0232988,20171011
CID0309938,20171013
CID0179728,20171013
CID0376715,20171013
CID0378148,20170318
CID0047644,20170321
CID0164618,20170318
CID0173780,20170317
CID0332947,20170317
CID0072873,20170317
CID0229413,20170318
CID0386809,20170317
CID0141757,20170329
CID0030947,20170329
CID0090950,20170324
CID0301447,20170325
CID0160543,20170325
CID0124316,20170325
CID0217093,20170328
CID0125138,20170328
CID0138676,20170325
CID0073411,20170324
CID0098253,20170325
CID0143773,20170328
CID0172925,20170325
CID0372259,20171018
CID0169188,20171011
CID0111234,20171014
CID0014325,20171013
CID0375230,20171012
CID0018714,20171012
CID0138834,20170325
CID0365229,20170324
CID0055238,20170330
CID0274079,20170328
CID0172524,20170317
CID0216497,20170318
CID0054127,20170318
CID0061643,20170316
CID0210926,20170317
CID0255313,20170318
CID0269600,20170317
CID0257174,20170317
CID0364023,20170317
CID0111536,20170318
CID0019471,20170317
CID0249769,20170317
CID0317530,20170317
CID0155848,20170317
CID0292713,20170316
CID0165233,20170317
CID0169956,20170317
CID0010283,20170328
CID0273054,20170328
CID0109791,20170328
CID0212407,20170329
CID0131202,20170325
CID0174415,20170328
CID0387189,20170328
CID0348126,20170421
CID0134794,20170421
CID0019061,20170421
CID0249980,20170420
CID0238548,20170420
CID0168092,20170419
CID0249348,20170420
CID0035649,20170420
CID0274935,20170420
CID0132090,20170420
CID0180192,20170426
CID0145108,20170419
CID0155330,20170419
CID0146874,20170419
CID0035823,20170420
CID0306138,20170420
CID0192210,20170419
CID0210662,20170419
CID0057424,20170421
CID0211007,20170421
CID0374520,20170414
CID0011872,20170415
CID0358014,20170414
CID0239944,20170414
CID0103607,20170414
CID0289698,20170414
CID0349925,20170415
CID0053954,20170414
CID0075321,20170415
CID0339437,20170415
CID0317323,20171013
CID0126478,20171012
CID0355916,20171013
CID0312530,20171013
CID0114914,20171014
CID0184281,20171013
CID0144788,20171013
CID0203043,20171011
CID0279984,20170414
CID0311849,20160816
CID0320512,20160812
CID0080384,20160813
CID0125184,20160813
CID0383470,20160813
CID0287668,20160813
CID0021314,20160816
CID0189390,20160813
CID0254902,20160817
CID0350396,20160813
CID0232079,20160816
CID0234798,20160813
CID0098760,20160813
CID0333828,20170528
CID0270697,20170603
CID0205874,20170528
CID0302918,20170528
CID0029826,20170528
CID0257527,20170527
CID0026700,20170602
CID0329172,20170528
CID0311661,20170601
CID0265044,20170528
CID0041511,20170602
CID0332755,20170528
CID0325422,20170602
CID0084034,20171010
CID0351177,20171014
CID0226548,20171012
CID0341262,20160813
CID0134731,20160813
CID0228462,20160816
CID0376189,20160813
CID0060390,20160813
CID0265168,20160813
CID0089497,20160813
CID0260857,20160813
CID0242594,20160813
CID0180870,20160816
CID0022359,20160813
CID0252565,20160813
CID0167820,20160813
CID0045676,20170601
CID0386700,20170602
CID0142411,20170601
CID0122260,20170329
CID0360468,20170329
CID0011940,20170330
CID0289418,20170328
CID0137513,20170329
CID0147644,20170330
CID0346680,20170328
CID0268817,20170328
CID0138404,20170329
CID0209235,20170402
CID0032295,20170329
CID0182982,20170330
CID0056602,20170329
CID0194915,20170329
CID0369987,20170329
CID0142932,20170329
CID0299204,20170329
CID0163247,20170330
CID0100369,20170331
CID0121024,20170329
CID0096133,20170401
CID0131184,20170330
CID0157542,20170331
CID0208057,20170330
CID0345392,20170603
CID0281120,20170601
CID0335545,20170528
CID0212084,20170528
CID0373662,20170528
CID0099159,20170528
CID0327130,20170528
CID0147549,20170527
CID0118345,20170601
CID0066560,20170528
CID0113001,20170528
CID0122336,20170601
CID0335673,20170328
CID0045179,20170329
CID0322937,20170330
CID0315125,20170330
CID0303808,20170401
CID0325781,20170330
CID0103249,20170329
CID0376670,20170329
CID0269549,20170330
CID0001134,20170329
CID0083816,20170329
CID0349229,20170330
CID0175367,20170527
CID0258658,20170528
CID0358408,20170602
CID0311291,20160816
CID0141665,20160816
CID0223223,20160816
CID0201129,20160813
CID0342705,20160812
CID0041861,20160817
CID0232353,20160816
CID0258124,20160812
CID0037882,20160813
CID0250150,20160816
CID0195797,20160816
CID0102942,20160816
CID0021521,20160816
CID0268746,20160813
CID0214738,20160816
CID0257600,20160816
CID0312854,20160812
CID0378864,20160816
CID0225251,20160818
CID0021777,20160812
CID0097738,20160813
CID0182053,20160813
CID0187198,20160812
CID0252378,20160810
CID0237703,20160813
CID0171811,20160813
CID0028371,20160813
CID0107116,20160816
CID0360098,20160816
CID0135717,20160816
CID0022969,20160813
CID0065713,20170719
CID0214241,20170719
CID0318451,20170731
CID0120258,20170718
CID0128836,20170719
CID0272577,20170721
CID0228426,20170719
CID0280407,20170719
CID0092372,20170721
CID0359428,20170720
CID0118711,20170721
CID0312424,20170720
CID0208443,20170720
CID0158494,20170721
CID0151375,20170721
CID0215012,20170720
CID0090204,20170721
CID0250232,20170721
CID0179749,20170725
CID0129594,20170720
CID0058117,20170720
CID0230676,20170624
